Company Name,NAIC Company Code,Insurance Product Name,Sub Type Of Insurance,Filing Type,Filing Status,SERFF Tracking Number,Page Number
The Guardian Life Insurance Company of America,64246,2018-192 DG2K Compliance Rider,H10G.000 Health - Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132425720,52
The Guardian Life Insurance Company of America,64246,2018-192 DG2K Compliance Rider - Revised,H10G.000 Health - Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132548227,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto Enroll Rider NYOOS,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131858215,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131746840,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131746177,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131780640,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131766505,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131753625,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131752301,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131754050,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,HOrg03.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131761604,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,HOrg03.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131776952,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,HOrg03.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131797521,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,HOrg03.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131862994,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,HOrg03.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131754993,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H11G.004 Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131796606,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131811274,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131794925,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131794918,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131744943,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131781540,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131747901,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131767620,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131766429,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131782802,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131736664,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131736703,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131752267,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131754609,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131754418,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131773472,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131789787,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131740548,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131772908,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131808449,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131791693,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,HOrg03.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131762540,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider,HOrg03.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131756151,52
The Guardian Life Insurance Company of America,64246,2018-201 Auto-Enroll Rider NYOOS,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131858193,52
The Guardian Life Insurance Company of America,64246,2018-201 NYOOS Auto-Enroll Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131774776,52
The Guardian Life Insurance Company of America,64246,2018-201-OR NYOOS,H11G.005 Combined Short Term and Long Term,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131923279,52
The Guardian Life Insurance Company of America,64246,2018-201-PA NY OOS,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131742249,52
The Guardian Life Insurance Company of America,64246,2018-206 ACC Rev NYOOS,H02I.000 Health - Accident Only,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132448942,52
The Guardian Life Insurance Company of America,64246,2018-206 CI Rev NYOOS,H07I.001 Critical Illness,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132382821,52
The Guardian Life Insurance Company of America,64246,2018-206 DEN Rev NYOOS,H10I.000 Health - Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132382839,52
The Guardian Life Insurance Company of America,64246,2018-209-MI Act 251 of 2000,H10I.000 Health - Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131898335,52
The Guardian Life Insurance Company of America,64246,2018-219-NH DG5 Dental,H10G.000 Health - Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132136354,52
The Guardian Life Insurance Company of America,64246,2018-219-NH DG5 Dental Schedules,H10G.000 Health - Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132246086,52
The Guardian Life Insurance Company of America,64246,2018-250-VA 2020 HCR Individual Dental Plan Designs - PPO,H10I.000 Health - Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132049694,52
The Guardian Life Insurance Company of America,64246,2018-251-VA 2020 HCR Group Dental Plan Designs- PPO,H10G.000 Health - Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132051282,52
The Guardian Life Insurance Company of America,64246,2018-NYOOS-WI,H07I.001 Critical Illness,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131444830,52
The Guardian Life Insurance Company of America,64246,2018-OH NY oos,H10I.000 Health - Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131466464,52
The Guardian Life Insurance Company of America,64246,2019-229-PA (ACC - NY OOS),H02G.000 Health - Accident Only,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132032167,52
The Guardian Life Insurance Company of America,64246,2019-229-PA (CAN - NY OOS),H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132007949,52
The Guardian Life Insurance Company of America,64246,2019-229-PA (CI - NY OOS),H07G.001 Critical Illness,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132032208,52
The Guardian Life Insurance Company of America,64246,2019-230-NY Student Dental,H22.000 Student Health Insurance,Normal Pre-Approval,Closed - APPR Approved,GARD-131807802,52
The Guardian Life Insurance Company of America,64246,2019-231-GA TMJ,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131879314,52
The Guardian Life Insurance Company of America,64246,2019-232-GA TMJ-DTC,H10I.000 Health - Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131878921,52
The Guardian Life Insurance Company of America,64246,2019-237 NYOOS-AZ,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132073242,52
The Guardian Life Insurance Company of America,64246,2019-237 NYOOS-DE,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131887198,52
The Guardian Life Insurance Company of America,64246,2019-237 NYOOS-FL Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131867597,52
The Guardian Life Insurance Company of America,64246,2019-237 NYOOS-GA,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132097087,52
The Guardian Life Insurance Company of America,64246,2019-237 NYOOS-MD,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132063500,52
The Guardian Life Insurance Company of America,64246,2019-237 NYOOS-ME,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132067555,52
The Guardian Life Insurance Company of America,64246,2019-237 NYOOS-MN Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131877485,52
The Guardian Life Insurance Company of America,64246,2019-237 NYOOS-NC,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131887158,52
The Guardian Life Insurance Company of America,64246,2019-237 NYOOS-NE Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131844825,52
The Guardian Life Insurance Company of America,64246,2019-237 NYOOS-NH,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132565951,52
The Guardian Life Insurance Company of America,64246,2019-237 NYOOS-OH,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132063972,52
The Guardian Life Insurance Company of America,64246,2019-237 NYOOS-SD,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132012036,52
The Guardian Life Insurance Company of America,64246,2019-237 NYOOS-WY,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132098406,52
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H02G.000 Health - Accident Only,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132004151,52
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132073336,52
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FIREF Filed for Reference Purposes,GARD-132039779,52
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132121336,52
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132091282,52
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131978819,52
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131912112,52
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132095758,52
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132275825,52
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132144667,52
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132111513,52
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132111520,52
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131849089,53
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132638477,53
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132620986,53
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-131965059,53
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132033782,53
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132033778,53
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Normal Pre-Approval,Closed - APPR Approved,GARD-132606929,53
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132084918,53
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132199365,53
The Guardian Life Insurance Company of America,64246,2019-237 Participation Rider,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132395529,53
